,risk,yields,weight0,weight1,weight2
136,0.208402434258,0.178657718121,0.837967403863,0.162032596137,5.55111512313e-17
137,0.210754517852,0.179530201342,0.850431449997,0.149568550003,-5.55111512313e-17
138,0.21312130373,0.180402684564,0.86289549613,0.13710450387,5.55111512313e-17
139,0.215502307485,0.181275167785,0.875359542264,0.124640457736,1.11022302463e-16
140,0.217897063032,0.182147651007,0.887823588398,0.112176411602,0.0
141,0.220305121919,0.183020134228,0.900287634532,0.099712365468,5.55111512313e-17
142,0.222726052648,0.18389261745,0.912751680666,0.0872483193341,-5.55111512313e-17
143,0.225159440023,0.184765100671,0.9252157268,0.0747842732003,1.66533453694e-16
144,0.227604884512,0.185637583893,0.937679772934,0.0623202270664,-5.55111512313e-17
145,0.230062001631,0.186510067114,0.950143819067,0.0498561809325,-5.55111512313e-17
146,0.232530421353,0.187382550336,0.962607865201,0.0373921347987,-5.55111512313e-17
147,0.235009787527,0.188255033557,0.975071911335,0.0249280886648,5.55111512313e-17
148,0.237499757328,0.189127516779,0.987535957469,0.012464042531,1.11022302463e-16
149,0.24,0.19,1.0,4.00011621049e-13,7.51487630804e-18
